Regex;name;cbscode;amsterdamcode
(?:[^a-zA-Z]|\b)leusden(?:[^a-zA-Z]|\b);Leusden;327;10978
(?:[^a-zA-Z]|\b)lexmond(?:[^a-zA-Z]|\b);Lexmond;551;10930
(?:[^a-zA-Z]|\b)lichtenvoorde(?:[^a-zA-Z]|\b);Lichtenvoorde;260;10242
(?:[^a-zA-Z]|\b)liempde(?:[^a-zA-Z]|\b);Liempde;806;10390
(?:[^a-zA-Z]|\b)lienden(?:[^a-zA-Z]|\b);Lienden;261;11093
(?:[^a-zA-Z]|\b)lierop(?:[^a-zA-Z]|\b);Lierop;1102;11279
(?:[^a-zA-Z]|\b)lieshout(?:[^a-zA-Z]|\b);Lieshout;807;10637
(?:[^a-zA-Z]|\b)limbricht(?:[^a-zA-Z]|\b);Limbricht;931;11124
(?:[^a-zA-Z]|\b)limmen(?:[^a-zA-Z]|\b);Limmen;418;11370
(?:[^a-zA-Z]|\b)linden(?:[^a-zA-Z]|\b);Linden;1103;11305
(?:[^a-zA-Z]|\b)linne(?:[^a-zA-Z]|\b);Linne;932;10990
(?:[^a-zA-Z]|\b)linschoten(?:[^a-zA-Z]|\b);Linschoten;328;11324
(?:[^a-zA-Z]|\b)lisse(?:[^a-zA-Z]|\b);Lisse;553;10197
(?:[^a-zA-Z]|\b)lith(?:[^a-zA-Z]|\b);Lith;808;11219
(?:[^a-zA-Z]|\b)litho(ij|y)en(?:[^a-zA-Z]|\b);Lithoijen;1104;10024
(?:[^a-zA-Z]|\b)lochem(?:[^a-zA-Z]|\b);Lochem;262;11263
(?:[^a-zA-Z]|\b)loenen(?:[^a-zA-Z]|\b);Loenen;329;11202
(?:[^a-zA-Z]|\b)loenersloot(?:[^a-zA-Z]|\b);Loenersloot;1105;10208
(?:[^a-zA-Z]|\b)lonneker(?:[^a-zA-Z]|\b);Lonneker;1106;11045
(?:[^a-zA-Z]|\b)loon.?op.?zand(?:[^a-zA-Z]|\b);Loon op Zand;809;11259
(?:[^a-zA-Z]|\b)loosdrecht(?:[^a-zA-Z]|\b);Loosdrecht;330;10639
(?:[^a-zA-Z]|\b)loosduinen(?:[^a-zA-Z]|\b);Loosduinen;1107;10997
(?:[^a-zA-Z]|\b)lopik(?:[^a-zA-Z]|\b);Lopik;331;10333
(?:[^a-zA-Z]|\b)loppersum(?:[^a-zA-Z]|\b);Loppersum;24;10934
(?:[^a-zA-Z]|\b)losser(?:[^a-zA-Z]|\b);Losser;168;11166
(?:[^a-zA-Z]|\b)lu(ij|y)ksgestel(?:[^a-zA-Z]|\b);Luyksgestel;810;10011
(?:[^a-zA-Z]|\b)maarheeze(?:[^a-zA-Z]|\b);Maarheeze;811;11143
(?:[^a-zA-Z]|\b)maarn(?:[^a-zA-Z]|\b);Maarn;332;10392
(?:[^a-zA-Z]|\b)maarssen(?:[^a-zA-Z]|\b);Maarssen;333;10191
(?:[^a-zA-Z]|\b)maarsseveen(?:[^a-zA-Z]|\b);Maarsseveen;1108;10874
(?:[^a-zA-Z]|\b)maartensd(ij|y)k(?:[^a-zA-Z]|\b);Maartensdijk;334;10691
(?:[^a-zA-Z]|\b)maasbracht(?:[^a-zA-Z]|\b);Maasbracht;933;10964
(?:[^a-zA-Z]|\b)maasbree(?:[^a-zA-Z]|\b);Maasbree;934;11352
(?:[^a-zA-Z]|\b)maasdam(?:[^a-zA-Z]|\b);Maasdam;554;11019
(?:[^a-zA-Z]|\b)maashees(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)overloon(?:[^a-zA-Z]|\b);Maashees en Overloon;1109;10532
(?:[^a-zA-Z]|\b)maasland(?:[^a-zA-Z]|\b);Maasland;555;10393
(?:[^a-zA-Z]|\b)maasniel(?:[^a-zA-Z]|\b);Maasniel;1110;11261
(?:[^a-zA-Z]|\b)maassluis(?:[^a-zA-Z]|\b);Maassluis;556;10880
(?:[^a-zA-Z]|\b)maastr(ich.*|\.)(?:[^a-zA-Z]|\b);Maastricht;935;10182
(?:[^a-zA-Z]|\b)made|drimmelen(?:[^a-zA-Z]|\b);Made en Drimmelen;812;10258
(?:[^a-zA-Z]|\b)margraten(?:[^a-zA-Z]|\b);Margraten;936;11243
(?:[^a-zA-Z]|\b)markelo(?:[^a-zA-Z]|\b);Markelo;169;11382
(?:[^a-zA-Z]|\b)marken(?:[^a-zA-Z]|\b);Marken;419;10901
(?:[^a-zA-Z]|\b)marum(?:[^a-zA-Z]|\b);Marum;25;11431
(?:[^a-zA-Z]|\b)maurik(?:[^a-zA-Z]|\b);Maurik;264;10300
(?:[^a-zA-Z]|\b)medemblik(?:[^a-zA-Z]|\b);Medemblik;420;11215
(?:[^a-zA-Z]|\b)meeden(?:[^a-zA-Z]|\b);Meeden;26;10304
(?:[^a-zA-Z]|\b)meerkerk(?:[^a-zA-Z]|\b);Meerkerk;557;10618
(?:[^a-zA-Z]|\b)meerlo(?:[^a-zA-Z]|\b);Meerlo;937;11416
(?:[^a-zA-Z]|\b)meerssen(?:[^a-zA-Z]|\b);Meerssen;938;10494
(?:[^a-zA-Z]|\b)meeuwen(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)meeuwenn.?.?heel.?.?en.?babyloni(Ã«|e)nbroek(?:[^a-zA-Z]|\b);Meeuwen, Hill en Babyloniënbroek;1264;10216
(?:[^a-zA-Z]|\b)mege(n|n.?.?haren.?.?e?n?.?macharen)(?:[^a-zA-Z]|\b);Megen, Haren en Macharen;813;10988
(?:[^a-zA-Z]|\b)me(ij|y)el(?:[^a-zA-Z]|\b);Meijel;941;10925
(?:[^a-zA-Z]|\b)herkenbosch.?en.?melick(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)melick.?en.?herkenbosch(?:[^a-zA-Z]|\b);Melick en Herkenbosch;939;10196
(?:[^a-zA-Z]|\b)meliskerke(?:[^a-zA-Z]|\b);Meliskerke;1112;11221
(?:[^a-zA-Z]|\b)melissant(?:[^a-zA-Z]|\b);Melissant;1113;10918
(?:[^a-zA-Z]|\b)menaldumadeel(?:[^a-zA-Z]|\b);Menaldumadeel;83;11144
(?:[^a-zA-Z]|\b)meppel(?:[^a-zA-Z]|\b);Meppel;119;11204
(?:[^a-zA-Z]|\b)merkelbeek(?:[^a-zA-Z]|\b);Merkelbeek;940;10763
(?:[^a-zA-Z]|\b)mesch(?:[^a-zA-Z]|\b);Mesch;1114;11070
(?:[^a-zA-Z]|\b)mheer(?:[^a-zA-Z]|\b);Mheer;942;10538
(?:[^a-zA-Z]|\b)middelburg(?:[^a-zA-Z]|\b);Middelburg (Z.);687;10122
(?:[^a-zA-Z]|\b)middelharnis(?:[^a-zA-Z]|\b);Middelharnis;559;11067
(?:[^a-zA-Z]|\b)middelie(?:[^a-zA-Z]|\b);Middelie;421;10452
(?:[^a-zA-Z]|\b)middelstum(?:[^a-zA-Z]|\b);Middelstum;27;11199
(?:[^a-zA-Z]|\b)midwold(e|a)(?:[^a-zA-Z]|\b);Midwolda;28;10356
(?:[^a-zA-Z]|\b)midwoud(?:[^a-zA-Z]|\b);Midwoud;422;10924
(?:[^a-zA-Z]|\b)mierlo(?:[^a-zA-Z]|\b);Mierlo;814;10215
(?:[^a-zA-Z]|\b)m(ij|y)drecht(?:[^a-zA-Z]|\b);Mijdrecht;336;11379
(?:[^a-zA-Z]|\b)m(ij|y)nsheerenland(?:[^a-zA-Z]|\b);Mijnsheerenland;564;11112
(?:[^a-zA-Z]|\b)mil(l|l.?en.?(st.?|sint).?hubert)(?:[^a-zA-Z]|\b);Mill en Sint Hubert;815;10535
(?:[^a-zA-Z]|\b)millingen(?:[^a-zA-Z]|\b);Millingen;1259;10072
(?:[^a-zA-Z]|\b)moer(c|k)apelle(?:[^a-zA-Z]|\b);Moergestel;816;11191
(?:[^a-zA-Z]|\b)moergestel(?:[^a-zA-Z]|\b);Moerkapelle;560;11383
(?:[^a-zA-Z]|\b)molenaarsgraaf(?:[^a-zA-Z]|\b);Molenaarsgraaf;561;10166
(?:[^a-zA-Z]|\b)monni.?kendam(?:[^a-zA-Z]|\b);Monnickendam;423;10983
(?:[^a-zA-Z]|\b)monster(?:[^a-zA-Z]|\b);Monster;562;10019
(?:[^a-zA-Z]|\b)montfoort(?:[^a-zA-Z]|\b);Montfoort;335;10033
(?:[^a-zA-Z]|\b)montfort(?:[^a-zA-Z]|\b);Montfort;943;10266
(?:[^a-zA-Z]|\b)mook.?en.?middelaar(?:[^a-zA-Z]|\b);Mook en Middelaar;944;10271
(?:[^a-zA-Z]|\b)moordrecht(?:[^a-zA-Z]|\b);Moordrecht;563;10120
(?:[^a-zA-Z]|\b)muiden(?:[^a-zA-Z]|\b);Muiden;424;10958
(?:[^a-zA-Z]|\b)munstergeleen(?:[^a-zA-Z]|\b);Munstergeleen;945;10273
(?:[^a-zA-Z]|\b)muntendam(?:[^a-zA-Z]|\b);Muntendam;29;10550
(?:[^a-zA-Z]|\b)naaldw(ij|y)k(?:[^a-zA-Z]|\b);Naaldwijk;565;11418
(?:[^a-zA-Z]|\b)naarden(?:[^a-zA-Z]|\b);Naarden;425;10187
(?:[^a-zA-Z]|\b)nederhemert(?:[^a-zA-Z]|\b);Nederhemert;1115;10310
(?:[^a-zA-Z]|\b)nederhorst.?den.?berg(?:[^a-zA-Z]|\b);Nederhorst den Berg;426;10715
(?:[^a-zA-Z]|\b)nederweert(?:[^a-zA-Z]|\b);Nederweert;946;10681
(?:[^a-zA-Z]|\b)neede(?:[^a-zA-Z]|\b);Neede;266;10367
(?:[^a-zA-Z]|\b)neer(?:[^a-zA-Z]|\b);Neer;947;10682
(?:[^a-zA-Z]|\b)neeritter(?:[^a-zA-Z]|\b);Neeritter;1116;11001
(?:[^a-zA-Z]|\b)neuzen(?:[^a-zA-Z]|\b);Nibbixwoud;427;10091
(?:[^a-zA-Z]|\b)nibbi(ks|x)woud(?:[^a-zA-Z]|\b);Nieuw- en Sint Joosland;1117;11340
(?:[^a-zA-Z]|\b)nieuw.?be(ij|y)erland(?:[^a-zA-Z]|\b);Nieuw-Beijerland;566;10092
(?:[^a-zA-Z]|\b)nieuwe.?pekela(?:[^a-zA-Z]|\b);Nieuwe Pekela;30;10950
(?:[^a-zA-Z]|\b)nieuwe.?tonge(?:[^a-zA-Z]|\b);Nieuwe Tonge;1119;10502
(?:[^a-zA-Z]|\b)nieuwendam(?:[^a-zA-Z]|\b);Nieuwendam;1120;10177
(?:[^a-zA-Z]|\b)nieuwenhagen(?:[^a-zA-Z]|\b);Nieuwenhagen;948;10088
(?:[^a-zA-Z]|\b)nieuwenhoorn(?:[^a-zA-Z]|\b);Nieuwenhoorn;1121;10338
(?:[^a-zA-Z]|\b)nieuwe.?niedorp(?:[^a-zA-Z]|\b);Nieuwe-Niedorp;428;10073
(?:[^a-zA-Z]|\b)nieuwer.?amstel(?:[^a-zA-Z]|\b);Nieuwer-Amstel;1249;10799
(?:[^a-zA-Z]|\b)nieuwerkerk(?:[^a-zA-Z]|\b);Nieuwerkerk;1122;10911
(?:[^a-zA-Z]|\b)nieuwerkerk.?(a.?d|aan.?den?).?(ij|y)ssel(?:[^a-zA-Z]|\b);Nieuwerkerk aan den IJssel;567;10855
(?:[^a-zA-Z]|\b)nieuwe.?schans(?:[^a-zA-Z]|\b);Nieuweschans;31;10008
(?:[^a-zA-Z]|\b)nieuw.?helvoet(?:[^a-zA-Z]|\b);Nieuw-Helvoet;1118;10264
(?:[^a-zA-Z]|\b)nieuwkoop(?:[^a-zA-Z]|\b);Nieuwkoop;569;10728
(?:[^a-zA-Z]|\b)nieuwkuik(?:[^a-zA-Z]|\b);Nieuwkuijk;1123;11278
(?:[^a-zA-Z]|\b)nieuwland(?:[^a-zA-Z]|\b);Nieuwland;570;11213
(?:[^a-zA-Z]|\b)nieuw.?lekkerland(?:[^a-zA-Z]|\b);Nieuw-Lekkerland;571;10547
(?:[^a-zA-Z]|\b)nieuwleusen(?:[^a-zA-Z]|\b);Nieuwleusen;170;10384
(?:[^a-zA-Z]|\b)nieuwolda(?:[^a-zA-Z]|\b);Nieuwolda;32;10126
(?:[^a-zA-Z]|\b)nieuwpoort(?:[^a-zA-Z]|\b);Nieuwpoort;572;10748
(?:[^a-zA-Z]|\b)nieuwstadt(?:[^a-zA-Z]|\b);Nieuwstadt;949;11140
(?:[^a-zA-Z]|\b)nieuwveen(?:[^a-zA-Z]|\b);Nieuwveen;573;10487
(?:[^a-zA-Z]|\b)nieuwvliet(?:[^a-zA-Z]|\b);Nieuwvliet;690;11165
(?:[^a-zA-Z]|\b)nieuw.?vo(s|sse)meer(?:[^a-zA-Z]|\b);Nieuw-Vossemeer;818;10401
(?:[^a-zA-Z]|\b)nigtevecht(?:[^a-zA-Z]|\b);Nigtevecht;337;10160
(?:[^a-zA-Z]|\b)n(ij|y)eveen(?:[^a-zA-Z]|\b);Nijeveen;121;10774
(?:[^a-zA-Z]|\b)n(ij|y)kerk(?:[^a-zA-Z]|\b);Nijkerk;267;10446
(?:[^a-zA-Z]|\b)n(ij|y)me(gen|eeg.*)(?:[^a-zA-Z]|\b)|(?:[^a-zA-Z]|\b)nijm\.(?:[^a-zA-Z]|\b);Nijmegen;268;11209
(?:[^a-zA-Z]|\b)nisse(?:[^a-zA-Z]|\b);Nisse;691;11086
(?:[^a-zA-Z]|\b)nistelrode(?:[^a-zA-Z]|\b);Nistelrode;819;10094
(?:[^a-zA-Z]|\b)noorbeek(?:[^a-zA-Z]|\b);Noorbeek;950;10283
(?:[^a-zA-Z]|\b)noordbroek(?:[^a-zA-Z]|\b);Noordbroek;1126;10814
(?:[^a-zA-Z]|\b)noordd(ij|y)k(?:[^a-zA-Z]|\b);Noorddijk;1127;10979
(?:[^a-zA-Z]|\b)noordeloos(?:[^a-zA-Z]|\b);Noordeloos;574;10296
(?:[^a-zA-Z]|\b)noordgouwe(?:[^a-zA-Z]|\b);Noordgouwe;1128;11107
(?:[^a-zA-Z]|\b)noord.?scharwoude(?:[^a-zA-Z]|\b);Noord-Scharwoude;1124;10075
(?:[^a-zA-Z]|\b)noord.?waddin(x|ks)veen(?:[^a-zA-Z]|\b);Noord-Waddinxveen;1125;11342
(?:[^a-zA-Z]|\b)noordwelle(?:[^a-zA-Z]|\b);Noordwelle;1129;10055
(?:[^a-zA-Z]|\b)noordw(ij|y)k(?:[^a-zA-Z]|\b);Noordwijk;575;10769
(?:[^a-zA-Z]|\b)noordw(ij|y)kerhout(?:[^a-zA-Z]|\b);Noordwijkerhout;576;11134
(?:[^a-zA-Z]|\b)nootdorp(?:[^a-zA-Z]|\b);Nootdorp;577;10601
(?:[^a-zA-Z]|\b)norg(?:[^a-zA-Z]|\b);Norg;120;10608
(?:[^a-zA-Z]|\b)nuene(n|n.?.?gerwen.?.?en.?nederwetten)(?:[^a-zA-Z]|\b);Nuenen, Gerwen en Nederwetten;820;10761
(?:[^a-zA-Z]|\b)nuland(?:[^a-zA-Z]|\b);Nuland;821;10118
(?:[^a-zA-Z]|\b)numansdorp(?:[^a-zA-Z]|\b);Numansdorp;578;11346
(?:[^a-zA-Z]|\b)nunhem(?:[^a-zA-Z]|\b);Nunhem;1130;10736
(?:[^a-zA-Z]|\b)nuth(?:[^a-zA-Z]|\b);Nuth;951;10104
(?:[^a-zA-Z]|\b)obbichten(.?|.?en.?)papenhoven(?:[^a-zA-Z]|\b);Obbicht en Papenhoven;952;10388
(?:[^a-zA-Z]|\b)obdam(?:[^a-zA-Z]|\b);Obdam;429;11338
(?:[^a-zA-Z]|\b)od(ij|y)k(?:[^a-zA-Z]|\b);Odijk;1131;11003
(?:[^a-zA-Z]|\b)odoorn(?:[^a-zA-Z]|\b);Odoorn;122;11320
(?:[^a-zA-Z]|\b)oeffelt(?:[^a-zA-Z]|\b);Oeffelt;822;10360
(?:[^a-zA-Z]|\b)oegstgeest(?:[^a-zA-Z]|\b);Oegstgeest;579;10287
(?:[^a-zA-Z]|\b)oerle(?:[^a-zA-Z]|\b);Oerle;1132;10119
(?:[^a-zA-Z]|\b)oh(e|Ã©).?en.?laak(?:[^a-zA-Z]|\b);Ohé en Laak;953;10420
(?:[^a-zA-Z]|\b)o(ij|y)e(n|n.?en.?teeffelen)(?:[^a-zA-Z]|\b);Oijen en Teeffelen;1150;10869
(?:[^a-zA-Z]|\b)oirsbeek(?:[^a-zA-Z]|\b);Oirsbeek;954;10504
(?:[^a-zA-Z]|\b)oirschot(?:[^a-zA-Z]|\b);Oirschot;823;10225
(?:[^a-zA-Z]|\b)oisterw(ij|y)k(?:[^a-zA-Z]|\b);Oisterwijk;824;10103
(?:[^a-zA-Z]|\b)oldebroek(?:[^a-zA-Z]|\b);Oldebroek;269;11106
(?:[^a-zA-Z]|\b)oldehove(?:[^a-zA-Z]|\b);Oldehove;35;10298
(?:[^a-zA-Z]|\b)oldekerk(?:[^a-zA-Z]|\b);Oldekerk;36;11332
(?:[^a-zA-Z]|\b)oldemarkt(?:[^a-zA-Z]|\b);Oldemarkt;172;10858
(?:[^a-zA-Z]|\b)oldenzaal(?:[^a-zA-Z]|\b);Oldenzaal;173;11100
(?:[^a-zA-Z]|\b)olst(?:[^a-zA-Z]|\b);Olst;174;10409
(?:[^a-zA-Z]|\b)onstwedde(?:[^a-zA-Z]|\b);Onstwedde;1250;10610
(?:[^a-zA-Z]|\b)ooltgensplaat(?:[^a-zA-Z]|\b);Ooltgensplaat;1133;11163
(?:[^a-zA-Z]|\b)barendrecht(?:[^a-zA-Z]|\b);Oost- en West-Barendrecht;1134;10943
(?:[^a-zA-Z]|\b)oost.?.?en.?west.?.?souburg(?:[^a-zA-Z]|\b);Oost- en West-Souburg;1135;11396
(?:[^a-zA-Z]|\b)middelbeers(?:[^a-zA-Z]|\b);Oost-, West- en Middelbeers;825;10220
(?:[^a-zA-Z]|\b)oostburg(?:[^a-zA-Z]|\b);Oostburg;692;10782
(?:[^a-zA-Z]|\b)oostdongeradeel(?:[^a-zA-Z]|\b);Oostdongeradeel;84;11102
(?:[^a-zA-Z]|\b)oosterhesselen(?:[^a-zA-Z]|\b);Oosterhesselen;123;10490
(?:[^a-zA-Z]|\b)oosterhout(?:[^a-zA-Z]|\b);Oosterhout;826;11280
(?:[^a-zA-Z]|\b)oosterland(?:[^a-zA-Z]|\b);Oosterland;1136;11237
(?:[^a-zA-Z]|\b)oosthuizen(?:[^a-zA-Z]|\b);Oosthuizen;430;11121
(?:[^a-zA-Z]|\b)oostkapelle(?:[^a-zA-Z]|\b);Oostkapelle;1137;10720
(?:[^a-zA-Z]|\b)ooststellingwerf(?:[^a-zA-Z]|\b);Ooststellingwerf;85;10836
(?:[^a-zA-Z]|\b)oostvoorne(?:[^a-zA-Z]|\b);Oostvoorne;581;10009
(?:[^a-zA-Z]|\b)oostzaan(?:[^a-zA-Z]|\b);Oostzaan;431;11303
(?:[^a-zA-Z]|\b)ootmarsum(?:[^a-zA-Z]|\b);Ootmarsum;176;11079
(?:[^a-zA-Z]|\b)ophemert(?:[^a-zA-Z]|\b);Ophemert;270;10829
(?:[^a-zA-Z]|\b)oplo(o?|o?.?.?(sint|st.?).?anthonis.?e?n?.?ledeacker)(?:[^a-zA-Z]|\b);Oploo, Sint Anthonis en Ledeacker;827;11415
(?:[^a-zA-Z]|\b)opmeer(?:[^a-zA-Z]|\b);Opmeer;432;10609
(?:[^a-zA-Z]|\b)opperdoes(?:[^a-zA-Z]|\b);Opperdoes;433;10523
(?:[^a-zA-Z]|\b)opsterland(?:[^a-zA-Z]|\b);Opsterland;86;10005
(?:[^a-zA-Z]|\b)oss(?:[^a-zA-Z]|\b);Oss;828;10834
(?:[^a-zA-Z]|\b)ossendrecht(?:[^a-zA-Z]|\b);Ossendrecht;829;10929
(?:[^a-zA-Z]|\b)ossenisse(?:[^a-zA-Z]|\b);Ossenisse;1138;10841
(?:[^a-zA-Z]|\b)oterleek(?:[^a-zA-Z]|\b);Oterleek;434;10133
(?:[^a-zA-Z]|\b)ottersum(?:[^a-zA-Z]|\b);Ottersum;955;10862
(?:[^a-zA-Z]|\b)ottoland(?:[^a-zA-Z]|\b);Ottoland;582;10097
(?:[^a-zA-Z]|\b)oud.?en.?nieuw.?gastel(?:[^a-zA-Z]|\b);Oud en Nieuw Gastel;831;11363
(?:[^a-zA-Z]|\b)alblas(?:[^a-zA-Z]|\b);Oud-Alblas;583;10826
(?:[^a-zA-Z]|\b)oud.?be(ij|y)erland(?:[^a-zA-Z]|\b);Oud-Beijerland;584;11301
(?:[^a-zA-Z]|\b)ouddorp(?:[^a-zA-Z]|\b);Ouddorp;1142;11126
(?:[^a-zA-Z]|\b)oude.?niedorp(?:[^a-zA-Z]|\b);Oude Pekela;38;10848
(?:[^a-zA-Z]|\b)oudelande(?:[^a-zA-Z]|\b);Oudelande;695;11139
(?:[^a-zA-Z]|\b)oudenbosch(?:[^a-zA-Z]|\b);Oudenbosch;830;10397
(?:[^a-zA-Z]|\b)oudend(ij|y)k(?:[^a-zA-Z]|\b);Oudendijk;435;11090
(?:[^a-zA-Z]|\b)oudenhoorn(?:[^a-zA-Z]|\b);Oudenhoorn;586;10380
(?:[^a-zA-Z]|\b)oude.?niedorp(?:[^a-zA-Z]|\b);Oude-Niedorp;436;10896
(?:[^a-zA-Z]|\b)oudenr(ij|y)n(?:[^a-zA-Z]|\b);Oudenrijn;1144;10114
(?:[^a-zA-Z]|\b)ouder.?amstel(?:[^a-zA-Z]|\b);Ouder-Amstel;437;10998
(?:[^a-zA-Z]|\b)ouderkerk.?(a.?d|aan.?den?).?(ij|y)ssel(?:[^a-zA-Z]|\b);Ouderkerk aan den IJssel;587;10095
(?:[^a-zA-Z]|\b)oude.?tonge(?:[^a-zA-Z]|\b);Oude-Tonge;1143;10714
(?:[^a-zA-Z]|\b)oudewater(?:[^a-zA-Z]|\b);Oudewater;589;10188
(?:[^a-zA-Z]|\b)oudheusden(?:[^a-zA-Z]|\b);Oudheusden;1145;10812
(?:[^a-zA-Z]|\b)oudkarspel(?:[^a-zA-Z]|\b);Oudkarspel;1146;11051
(?:[^a-zA-Z]|\b)oudorp(?:[^a-zA-Z]|\b);Oudorp;438;10363
(?:[^a-zA-Z]|\b)oudshoorn(?:[^a-zA-Z]|\b);Oudshoorn;1147;11011
(?:[^a-zA-Z]|\b)oud.?valkenburg(?:[^a-zA-Z]|\b);Oud-Valkenburg;1140;10868
(?:[^a-zA-Z]|\b)oud.?vossemeer(?:[^a-zA-Z]|\b);Oud-Vossemeer;696;10134
(?:[^a-zA-Z]|\b)oud.?vroenhoven(?:[^a-zA-Z]|\b);Oud-Vroenhoven;1141;11348
(?:[^a-zA-Z]|\b)ouwerkerk(?:[^a-zA-Z]|\b);Ouwerkerk;1148;10968
(?:[^a-zA-Z]|\b)overasselt(?:[^a-zA-Z]|\b);Overasselt;271;10952
(?:[^a-zA-Z]|\b)overschie(?:[^a-zA-Z]|\b);Overschie;1149;10683
(?:[^a-zA-Z]|\b)overslag(?:[^a-zA-Z]|\b);Overslag;697;10730
(?:[^a-zA-Z]|\b)ovezande(?:[^a-zA-Z]|\b);Ovezande;698;11422
(?:[^a-zA-Z]|\b)pannerden(?:[^a-zA-Z]|\b);Pannerden;272;10518
(?:[^a-zA-Z]|\b)papekop(?:[^a-zA-Z]|\b);Papekop;1151;11244
(?:[^a-zA-Z]|\b)papendrecht(?:[^a-zA-Z]|\b);Papendrecht;590;10427
(?:[^a-zA-Z]|\b)peize(?:[^a-zA-Z]|\b);Peize;124;10501
(?:[^a-zA-Z]|\b)pernis(?:[^a-zA-Z]|\b);Pernis;1152;11245
(?:[^a-zA-Z]|\b)petten(?:[^a-zA-Z]|\b);Petten;1153;11057
(?:[^a-zA-Z]|\b)peursum(?:[^a-zA-Z]|\b);Peursum;1154;10391
(?:[^a-zA-Z]|\b)philippine(?:[^a-zA-Z]|\b);Philippine;699;10486
(?:[^a-zA-Z]|\b)piershil(?:[^a-zA-Z]|\b);Piershil;591;10179
(?:[^a-zA-Z]|\b)p(ij|y)nacker(?:[^a-zA-Z]|\b);Pijnacker;594;10031
(?:[^a-zA-Z]|\b)poedero(ij|y)en(?:[^a-zA-Z]|\b);Poederoijen;1155;10135
(?:[^a-zA-Z]|\b)polsbroek(?:[^a-zA-Z]|\b);Polsbroek;338;10993
(?:[^a-zA-Z]|\b)poortugaal(?:[^a-zA-Z]|\b);Poortugaal;592;11395
(?:[^a-zA-Z]|\b)poortvliet(?:[^a-zA-Z]|\b);Poortvliet;700;11181
(?:[^a-zA-Z]|\b)posterholt(?:[^a-zA-Z]|\b);Posterholt;956;10456
(?:[^a-zA-Z]|\b)princenhage(?:[^a-zA-Z]|\b);Princenhage;1156;10762
(?:[^a-zA-Z]|\b)purmerend(?:[^a-zA-Z]|\b);Purmerend;439;11066
(?:[^a-zA-Z]|\b)putte(?:[^a-zA-Z]|\b);Putte;833;10099
(?:[^a-zA-Z]|\b)putten(?:[^a-zA-Z]|\b);Putten;273;11109
(?:[^a-zA-Z]|\b)puttershoek(?:[^a-zA-Z]|\b);Puttershoek;593;10222
(?:[^a-zA-Z]|\b)raalte(?:[^a-zA-Z]|\b);Raalte;177;10279
(?:[^a-zA-Z]|\b)raamsdonk(?:[^a-zA-Z]|\b);Raamsdonk;834;11391
(?:[^a-zA-Z]|\b)ransdorp(?:[^a-zA-Z]|\b);Ransdorp;1157;10789
(?:[^a-zA-Z]|\b)rauwerderhem(?:[^a-zA-Z]|\b);Rauwerderhem;87;10330
(?:[^a-zA-Z]|\b)ravenstein(?:[^a-zA-Z]|\b);Ravenstein;835;10805
(?:[^a-zA-Z]|\b)reek(?:[^a-zA-Z]|\b);Reek;1158;10671
(?:[^a-zA-Z]|\b)reeuw(ij|y)k(?:[^a-zA-Z]|\b);Reeuwijk;595;10485
(?:[^a-zA-Z]|\b)renesse(?:[^a-zA-Z]|\b);Renesse;1159;10412
(?:[^a-zA-Z]|\b)renkum(?:[^a-zA-Z]|\b);Renkum;274;11325
(?:[^a-zA-Z]|\b)renswoude(?:[^a-zA-Z]|\b);Renswoude;339;10269
(?:[^a-zA-Z]|\b)retranchement(?:[^a-zA-Z]|\b);Retranchement;701;10400
(?:[^a-zA-Z]|\b)reusel(?:[^a-zA-Z]|\b);Reusel;836;10162
(?:[^a-zA-Z]|\b)rheden(?:[^a-zA-Z]|\b);Rheden;275;11355
(?:[^a-zA-Z]|\b)rhenen(?:[^a-zA-Z]|\b);Rhenen;340;10309
(?:[^a-zA-Z]|\b)rhoon(?:[^a-zA-Z]|\b);Rhoon;596;10903
(?:[^a-zA-Z]|\b)ridderkerk(?:[^a-zA-Z]|\b);Ridderkerk;597;10646
(?:[^a-zA-Z]|\b)riethoven(?:[^a-zA-Z]|\b);Riethoven;837;10455
(?:[^a-zA-Z]|\b)rietveld(?:[^a-zA-Z]|\b);Rietveld;1160;10828
(?:[^a-zA-Z]|\b)r(ij|y)ckholt(?:[^a-zA-Z]|\b);Rijckholt;1165;10824
(?:[^a-zA-Z]|\b)r(ij|y)nsaterwoude(?:[^a-zA-Z]|\b);Rijnsaterwoude;601;11129
(?:[^a-zA-Z]|\b)rh?(ij|y)nsburg(?:[^a-zA-Z]|\b);Rijnsburg;602;11118
(?:[^a-zA-Z]|\b)r(ij|y)sbergen(?:[^a-zA-Z]|\b);Rijsbergen;841;10866
(?:[^a-zA-Z]|\b)r(ij|y)senburg(?:[^a-zA-Z]|\b);Rijsenburg;1166;10613
(?:[^a-zA-Z]|\b)r(ij|y)ssen(?:[^a-zA-Z]|\b);Rijssen;178;10358
(?:[^a-zA-Z]|\b)r(ij|y)sw(ij|y)k(?:[^a-zA-Z]|\b);Rijswijk (NB.);842;11016
